no,result,scramble,time,algs,edges,corners,flips,twists,solved_edges,solved_corners,edge_breaks,corner_breaks
29877,21.0,R2 U R U D F U' B' L U B2 D' B2 L2 D L2 D' R2 L2 D R2 Rw' Uw,2021-01-22 18:59:07,10,11,7,0,0,0,1,0,1
29880,22.1,B' D' U2 L2 F L2 F R2 B' D2 B U2 B2 L' R' B' U' R' U F2 Fw' Uw2,2021-01-22 19:02:03,12,11,9,1,0,0,0,1,2
29882,27.74,D2 F' D2 F2 U2 B L2 B L2 D2 R U L' B' F2 L D2 F R' D2 Rw' Uw2,2021-01-22 19:03:39,12,9,7,3,1,1,0,2,1
29884,23.27,D2 R2 D L2 D R2 D2 R2 B2 U B2 U' L' F D B2 U' L' F' L2 Rw Uw',2021-01-22 19:05:25,12,14,8,1,0,0,0,4,1
29889,17.38,R U2 R L2 U' L F U2 L2 U R2 D2 B2 U' F2 B2 D2 F2 R' F2 Rw2 Uw2,2021-01-22 19:09:44,9,10,6,0,1,1,0,0,0
29890,19.39,D2 F' D2 U2 F R2 D2 F' U2 L2 F2 D' B D' R' F2 U' R' D2 F Rw Uw2,2021-01-22 19:10:18,11,11,3,0,3,1,1,1,0
29891,22.86,D R' F U B2 R' U' F2 U2 R U2 L D2 L' U2 R B2 L' F' L' U Uw2,2021-01-22 19:11:25,11,12,8,1,0,0,0,2,1
29894,19.16,R F R2 D L' U R' B' R2 L2 U' R2 U L2 U F2 R2 D F2 L2 R Uw',2021-01-22 19:14:06,10,11,7,0,0,2,1,2,1
29897,22.87,D' L F2 D2 R2 U' F2 R2 U F2 D2 F2 R' D U' F' R2 F2 L2 Fw' Uw2,2021-01-22 19:16:11,11,11,9,0,0,0,0,0,2
29902,22.06,R2 D2 B U2 F2 D2 L2 F D2 B F' U' F' L' F2 L2 U F U R2 Rw' Uw2,2021-01-22 19:19:24,10,11,7,0,0,2,0,2,0
29905,20.93,D B2 D L2 U' L2 D R2 U L2 F2 D' B' L' D' R2 U2 R B' F2 R2 Rw2 Uw',2021-01-22 19:21:23,10,12,8,0,0,0,0,1,1
29910,22.18,B D' L2 F2 R2 D2 R2 U' R2 B2 U2 B' D L' B R' D2 U R' Fw' Uw',2021-01-24 10:33:04,11,12,8,0,1,1,0,2,2
29911,21.16,F2 R' U2 R2 F2 L U2 F2 D2 R2 U2 L B R' B L D' B D2 F D2 Rw2 Uw2,2021-01-24 10:33:40,10,12,4,0,2,0,2,1,1
29912,24.6,F2 U2 B2 R2 U R2 B2 U R2 D' F2 L2 R D' L F R' B' F' D R2 Rw' Uw,2021-01-24 10:34:16,11,11,5,0,2,1,0,1,0
29913,21.42,L' F2 U' B' R2 L' U B2 U2 R F2 U2 R2 D2 L2 U2 B2 L' B U' Fw Uw',2021-01-24 10:34:55,11,13,7,0,0,0,1,2,1
29915,22.72,D' F R2 L' U D2 F2 L F' R2 D2 R F2 U2 D2 L' B2 L2 F2 U2 R Rw2 Uw2,2021-01-24 10:36:11,10,13,5,0,1,0,1,2,0
29916,20.34,R' B' R2 F2 L' D2 U2 L D2 L' B2 R2 B R B D' L' B F Fw' Uw',2021-01-24 10:37:27,10,10,6,1,1,1,0,1,0
29919,20.8,F2 D2 F U2 F2 U2 L2 F D2 B' F' D L' R' F L2 R' F R U' B Fw',2021-01-24 10:39:24,10,12,8,0,0,1,0,2,1
29921,27.57,U2 F2 R' U B2 D U' B2 D' F2 U B D' F' R F R' F' Rw2,2021-01-24 10:40:50,13,13,5,0,3,0,0,2,1
29934,21.81,B L' B2 U' L2 U B2 F2 U' F2 D' F2 B L2 F2 L F2 R F2 U' Fw',2021-01-25 17:19:45,11,13,7,0,0,0,0,2,0
29941,23.3,R2 L U F' D' B' R' F2 B2 D2 F2 R B2 U2 R2 U2 R' B L' Rw,2021-02-07 11:19:42,11,11,7,0,1,0,0,0,1
29943,16.54,R2 F L D L2 F2 B2 D F2 R2 U2 R' U2 R2 F2 L' U2 B2 R' F2 D' Uw2,2021-02-07 11:21:15,8,10,6,0,0,1,1,0,0
29944,22.73,D R' U F L F D' L B L' F2 U2 L2 F2 D2 F2 R' B2 L2 B2 D2 Fw Uw',2021-02-07 11:22:19,12,11,7,1,1,0,0,1,1
29945,20.49,U F2 U' R2 D' L2 F2 U2 R2 D' L2 B' L' U' F2 R' B2 L' B' L R Rw Uw',2021-02-07 11:23:35,9,10,6,1,0,0,2,0,1
29947,24.37,U R F2 B2 U' D2 B R' L2 F2 D2 R2 U2 B L2 F B2 D2 R2 U Rw Uw2,2021-02-07 11:25:40,12,13,7,0,1,1,1,3,2
29949,18.58,U2 B2 F' L2 B D2 L2 F' L2 R2 U2 L' U2 F L' D U2 R U' R Rw Uw,2021-02-07 11:28:20,9,12,6,0,0,0,1,1,0
29951,21.6,U B2 R2 B2 U L2 F2 U' F2 U R2 L' B D2 R' U2 F' R F D' Rw2 Uw,2021-02-07 11:31:28,10,12,6,0,1,0,0,1,0
29952,21.99,U L R D2 L' D2 U2 L B2 F2 R B' L' F' U' B' D R' B Uw2,2021-02-07 11:32:03,9,10,6,0,1,1,0,0,0
29955,22.08,D' L' F2 L2 B' U2 F L2 B' L2 B2 L2 U2 R B L2 U L2 F2 U Rw2 Uw2,2021-02-07 11:34:28,12,13,5,0,2,0,1,2,1
29956,22.13,R' L2 B' U2 L2 R2 B U2 R2 B2 F2 D2 L U B2 D2 F' R' F' L' Uw2,2021-02-07 11:35:04,10,11,7,0,0,1,0,1,0
29957,24.1,B2 L' D2 B2 F2 R U2 B2 L2 D2 R2 D R B U B F2 L' R2 F R' Uw',2021-02-07 11:35:43,11,13,7,0,0,1,0,3,0
29959,24.64,U' B2 D L2 D U F2 U' L2 F2 L B' D' L D2 F' U' R' U Fw Uw2,2021-02-07 11:38:47,10,12,8,0,0,0,0,1,1
29961,22.99,D2 R U2 L2 F2 U2 B2 F' U2 R2 B' F2 R2 F' U' F' R2 B R F D' Fw' Uw2,2021-02-07 11:40:09,10,11,7,0,0,0,0,0,0
29965,20.81,R L2 U F2 U' R2 U F2 U' R2 D L2 F2 L' U F' L2 R' U' B L2 Rw2,2021-02-07 11:43:34,10,12,8,0,0,0,0,1,1
29966,22.22,D' L2 D2 F2 L' U2 L F2 D2 R U2 L B' U' R D2 F' D2 B D' Rw',2021-02-07 11:44:28,10,10,8,0,1,1,0,0,2
29971,21.32,B2 L' U' B D2 L2 F D F' U2 R' U2 R U2 R F2 L D2 L Rw2 Uw',2021-02-07 16:43:47,10,12,8,0,0,0,0,1,1
29973,22.63,B' L2 B2 U' L2 D2 R2 F2 D' U2 L2 U2 R' B' U F L2 D' F2 L2 R2 Uw2,2021-02-07 16:45:24,10,12,6,0,1,1,0,2,0
29974,22.32,U B2 L2 D2 L2 U2 F2 R B2 F2 D2 R2 F' D U2 F' R' B2 L2 F Uw,2021-02-07 16:45:58,10,12,8,0,0,1,0,2,1
29975,25.84,D B2 U L2 D B2 D2 R2 U R2 U2 B' D' R2 F2 R D U2 B2 U2 Fw',2021-02-07 16:46:34,11,11,7,0,1,1,0,1,1
29976,17.32,B' L U' B2 R F2 B' R D' U2 R2 U2 B2 D2 F R2 D2 F R2 B R2 Fw' Uw',2021-02-07 16:47:12,8,10,6,0,0,2,1,1,0
29977,21.7,L2 F L2 D2 B' D2 B U2 B2 F' D2 F D' F' L2 U R' B' F L' F' Uw,2021-02-07 16:47:41,10,10,6,1,1,2,0,2,0
29979,23.93,L B2 D2 B2 F2 D F2 U' F2 U B2 R' B2 U' R2 D R2 D B Rw' Uw',2021-02-07 16:48:54,11,11,7,1,0,0,1,1,1
29984,25.61,B' R2 B' U2 B2 D' R' L' F L2 D2 R2 F2 R2 U B2 R2 U L2 U2 Fw Uw2,2021-02-07 16:54:48,12,9,7,2,1,0,0,0,1
29985,20.62,D' F U2 L' B' U' L2 U' F2 U2 F2 R' B2 R' U2 L' U2 L2 D2 Rw Uw2,2021-02-07 16:55:44,10,10,8,1,0,1,0,1,1
29987,22.92,R2 U2 F D2 F' U2 F' D2 R2 B' R2 L' U2 R U' B' F2 U Fw',2021-02-08 11:46:21,10,12,6,0,1,0,0,1,0
29988,21.16,L2 F2 D2 F2 R2 U R2 U2 B2 L' B F' D' U' R U2 R B' R2 Rw' Uw,2021-02-08 11:47:02,12,13,9,0,0,0,0,2,2
29989,22.11,B' R2 F2 D2 L2 F2 D2 R2 D L2 U2 B2 R2 F' D B' L' R' B' D2 U Rw2 Uw',2021-02-08 11:47:36,10,12,8,0,0,0,0,1,1
29991,20.8,L' U2 B' U2 L2 B' D2 B' U2 R2 F' D2 R2 D' R D L2 U' F R' D' Rw' Uw',2021-02-08 11:48:53,10,12,6,0,1,0,1,1,1
29993,25.11,L' U B2 U R2 D2 U' R2 F2 R2 F2 R2 U F' L U2 B L B2 D' L' Fw,2021-02-08 11:50:16,11,14,8,0,0,0,0,3,1
29996,24.69,U B2 L2 D U2 F2 L2 B2 R2 F2 D2 F R D' L F R U2 R2 D' R2 Rw2 Uw,2021-02-08 11:52:19,11,10,6,2,1,0,0,1,0
30000,24.24,R F' D R F2 U' R' U' F2 D2 L2 F2 D' F2 D' L2 U R2 F' R Fw',2021-02-08 11:59:03,11,9,5,1,2,1,0,0,0
30001,21.62,B' R' B2 R2 F2 D' F2 R2 U2 L2 U B2 U2 F' R B D2 L' U B' Uw,2021-02-08 12:01:53,9,9,7,0,0,3,0,1,0
30003,21.06,R2 U2 B2 F' R2 B2 L2 F' R2 D2 F D' R D' U L2 R F D2 R2 Uw',2021-02-08 12:03:21,10,10,8,1,0,1,0,1,1
30005,21.8,F2 D2 R' L' U R' D' L' R2 U2 B R2 F' U2 L2 D2 L2 B R2 F,2021-02-08 12:04:53,10,10,8,1,0,0,0,0,1
30006,24.92,F D2 F R2 B L2 B2 D2 L2 F2 D2 U' L2 D L R' U' R' B2 F' U' Rw Uw',2021-02-08 12:05:27,11,11,7,1,1,1,0,2,1
30010,28.03,U L U F' R2 L F' R' F U D2 F2 D' L2 F2 U R2 U2 F2 Fw Uw,2021-02-08 12:12:33,11,9,7,2,0,1,0,1,0
30012,25.5,L U2 L2 F2 U2 L D2 L' U2 L F2 R2 F' L' D' U L' R F' Fw' Uw,2021-02-10 17:32:21,12,13,7,0,1,0,0,2,1
30014,20.95,D R2 U2 R2 U B2 U B2 U' F2 L' D2 U' L' F' U' B' L2 R Fw Uw2,2021-02-10 17:33:53,10,12,8,0,0,0,0,1,1
30017,21.73,R' F2 B R' L' D' L D' F L2 U F2 U R2 B2 L2 D' R2 U D B2 Fw' Uw2,2021-02-10 17:36:09,10,12,8,0,0,0,0,1,1
30019,20.36,R2 D2 U2 B F2 U2 L2 U2 R2 F2 U' L' R2 B' D' U L2 R' B2 Uw2,2021-02-10 17:37:21,10,9,7,1,0,2,0,1,0
30022,18.62,U' L2 F' R' D2 R B' U2 L F2 D2 R' D2 F2 B2 R F2 R2 D' Fw' Uw2,2021-02-10 17:39:42,9,10,8,0,0,1,0,0,1
30024,22.63,B2 L F2 L' F2 R B2 F2 L D2 F2 R' D B' U' L' F' R2 B' D2 B Fw Uw,2021-02-10 17:44:52,11,10,8,1,1,2,0,2,2
30025,25.21,L' D B R' D R2 D R U F2 U' R2 F2 L2 U F2 U R2 D2 Rw Uw,2021-02-10 17:45:44,11,11,9,0,0,1,0,1,2
30026,26.11,D2 R B2 R' D2 U2 B2 R2 F2 R U2 D L' F' U' R U F2 D' U' Fw Uw,2021-02-10 17:48:30,12,9,5,2,2,1,0,1,0
30030,23.42,U B2 U' B2 U' L2 U' L2 U' L2 D L' U F L U' B2 D B F' L Uw2,2021-02-10 17:52:37,11,13,5,0,1,0,1,2,0
30031,19.85,F R2 U L2 F2 D B2 U2 L2 U B2 D2 B R D' B2 U' B' L' U2 F Fw' Uw2,2021-02-10 17:53:57,10,10,6,1,1,1,0,1,0
30032,21.03,U B2 U B2 D' L2 D2 U' R2 B2 L F' U' B L' B' D2 F L2 D2 Fw' Uw,2021-02-10 17:56:02,11,11,7,1,0,0,1,1,1
30033,24.86,R' F2 U2 L2 R2 B' R2 D2 L2 D2 R D' L U' L R' D' L2 F' Fw,2021-02-10 17:56:33,11,11,5,0,2,0,1,0,1
30034,20.62,D F L2 U2 R2 D F2 D F2 L2 U F2 U2 F' D L' F' R2 F2 R' B' Fw' Uw2,2021-02-10 17:57:31,7,8,4,1,1,2,2,0,0
30035,23.1,L2 U' F2 U' L2 D L2 B2 U2 B2 F2 R2 F D R' U2 F' U' F2 D' F Rw Uw2,2021-02-10 17:58:03,10,11,7,0,0,1,1,1,1
30036,21.53,D L D B2 D' R2 D' B2 D F2 R' B' L R' B' R2 F Rw Uw,2021-02-10 17:59:12,11,12,8,1,0,0,0,2,1
30037,21.13,L2 U' F B' L2 D B' F2 R U2 R2 F2 D2 R D2 R B2 U2 R B' Fw',2021-02-10 17:59:45,11,9,9,1,0,2,0,1,2
30039,25.6,U2 F2 B' L' D' L' F' R' F2 U2 D' F2 D L2 F2 U R2 D B2 L' Rw2 Uw2,2021-02-10 18:01:22,11,9,7,2,0,0,1,0,1
30040,19.54,L' B' D' L2 U L2 B2 U F2 D' R2 B2 F2 U2 R' F' L2 U L' B2 L Uw2,2021-02-10 18:02:00,9,11,7,0,0,1,0,1,0
30045,21.28,B2 R2 D L2 D2 B2 L2 R2 D' R2 F2 U' F R' D2 U' R2 D' R2 F2 D2 Rw' Uw2,2021-02-10 18:05:34,11,12,4,0,3,0,0,1,0
30047,21.38,R2 B2 L' B2 L U2 R' D2 R U2 R' U2 F L D R D F' U2 B' U2 Rw2 Uw',2021-02-10 18:07:00,11,11,7,1,0,0,0,1,0
30048,24.33,D2 R2 B2 L2 D' B2 D2 F2 D R2 L' D2 B D F' L' U L' D2 R Rw Uw2,2021-02-10 18:07:33,11,13,7,0,0,0,0,2,0
30050,23.54,U2 R2 B2 R2 B R2 D2 U2 F2 D2 L2 F L' D F U2 R F2 L F2 Rw,2021-02-10 18:08:54,11,12,8,0,1,0,0,1,2
30051,19.15,R' L U B D F2 R' F' D R2 F L2 B2 L2 D2 R2 U2 F U2 R2 F2 Fw Uw',2021-02-10 18:10:21,9,10,8,0,0,1,0,0,1
30052,22.74,L2 B D' R F2 R2 F L' U' B U B2 U F2 L2 D' L2 U R2 F2 D' Uw2,2021-02-10 18:10:51,10,12,6,0,1,0,0,1,0
30053,20.25,U B D2 R2 B D2 U2 B' U2 R2 B R2 F2 L' F D R' F' D R2 D' Rw Uw,2021-02-10 18:11:25,10,12,8,0,0,0,0,1,1
30061,23.41,U2 L' B2 D' R2 U' L2 D2 R2 F2 U' L2 D' R2 B F2 L2 F D R' U Fw' Uw,2021-02-11 12:05:41,10,12,8,0,0,0,0,1,1
30063,22.47,D2 L' U2 B2 D' B2 R2 U L2 D L2 D2 L2 F' D2 F2 R' D2 L F L' Rw2 Uw,2021-02-11 12:07:21,10,12,8,0,0,1,0,2,1
30064,22.15,L2 U2 L B2 L D2 L B2 F2 L D2 B' D' U' L B U' R' U2 Rw2 Uw',2021-02-11 12:08:28,10,12,6,1,0,0,1,2,0
30067,22.18,U' D F' U2 L D2 B L F' U L B2 U2 B2 D2 R2 L' B2 L F2 B2 Rw,2021-02-11 12:11:56,9,10,8,1,0,0,1,0,2
30068,20.47,U2 F' R2 F2 L2 U2 F2 D' L2 D2 U' R2 F2 B' R2 D2 L B L' D2 B2 Rw',2021-02-11 12:13:51,9,12,6,0,0,0,2,1,1
30069,20.01,D2 R' D2 F' R2 B L2 R2 F D2 F' U2 F2 U' F D B F2 U R Rw2 Uw',2021-02-11 12:14:23,10,12,6,0,1,0,1,1,1
30071,16.52,D B2 L2 U2 F' D2 B D2 U2 F2 L2 B' R2 L' F' R' B U B' R2 Fw Uw,2021-02-11 12:15:33,8,10,6,0,0,1,1,0,0
30072,23.78,D2 B D B2 D' L2 U' B2 D L2 U R2 F2 L D' U2 B L' U2 L2 B2 Fw Uw',2021-02-11 12:18:40,11,10,8,3,0,0,0,2,1
30076,26.37,B' U' F' D F R' L' U L2 U' L2 B2 R2 U2 B2 U2 D B2 U R' U' Rw2 Uw2,2021-02-11 12:22:46,12,11,7,1,1,0,1,1,2
30078,24.48,B' R' L' B R U B D R2 B' R2 F2 R2 D2 F' R2 B U2 B' U Uw2,2021-02-11 12:25:13,12,11,5,1,2,0,0,1,0
30079,19.73,U2 B' R2 D2 F2 D2 B' U2 F' L2 B' U F' R' U' L B' R2 B2 L' Fw' Uw2,2021-02-11 12:35:06,9,10,6,0,1,1,0,0,0
30080,19.11,B' L2 D2 F2 D2 B' R2 D2 B' D2 F' D' L U F U F' R D L F2 Rw Uw,2021-02-11 12:37:22,9,9,7,0,0,2,0,0,0
30084,25.4,U F2 L2 R2 D B2 D' R2 B2 U L' B2 U B' L R' B L2 B2 F' Rw' Uw',2021-02-11 12:44:06,11,13,7,0,0,0,0,2,0
30085,22.15,D L U2 B2 U2 R F2 U2 R D2 B2 R2 F2 U' R2 B' D2 U' L U' R2 Uw,2021-02-11 12:45:33,10,10,8,0,1,2,0,1,2
30088,20.95,F2 R U2 R2 F2 R' U' F' D2 B2 L2 B' L2 B' U2 B' L2 F2 D2 L F' Uw,2021-02-11 12:48:20,10,10,8,0,1,1,0,0,2
30089,21.1,R2 B' L2 B2 D L2 U R2 D U2 L2 D' R B D' L2 D2 U' R' U2 Fw' Uw,2021-02-11 12:49:50,11,12,6,0,2,0,0,1,1
30090,18.53,F D2 B' L' U' B' R L2 B2 U2 F' D2 R2 U2 R2 B' U2 R2 D2 R B' Rw2 Uw,2021-02-11 12:50:23,10,13,5,0,0,0,2,2,0
30093,23.51,U' B D' L2 B' R2 L B R D2 B2 D2 R' F2 R U2 D2 L D2 U Rw2,2021-02-11 12:52:46,10,11,7,0,0,0,0,0,0
30094,22.65,D' L2 F2 R2 U F2 D2 B2 U2 L2 U F2 R' F L' D R2 U' B D' L' Rw2 Uw',2021-02-11 12:53:31,11,14,8,0,0,0,0,3,1
30095,18.45,D' R' F2 L D2 R' U2 F2 D2 L U2 R D B2 L2 U B' U' B2 F' U Fw Uw,2021-02-11 12:54:09,11,12,8,1,0,0,0,2,1
30096,21.5,R F U2 L' B2 U2 R' B2 L2 F2 U2 L' F D' U2 B2 R2 B D' U Uw,2021-02-11 12:55:09,11,11,9,0,0,1,0,1,2
30100,26.04,R2 D2 B2 D' R F U F' D B2 L2 F' U2 L2 B' U2 D2 B R2 B Rw' Uw2,2021-02-12 13:29:14,12,13,5,0,2,0,1,2,1
30104,21.26,L2 D B' U2 B2 D2 L2 B' U2 L2 F R2 U L U B2 F D B Fw' Uw,2021-02-12 13:32:13,9,10,6,0,1,1,0,0,0
30110,27.22,B R2 F L2 F2 L2 D2 R2 U2 F D2 F2 D R2 F' R U' F' U2 B2 Rw' Uw2,2021-02-12 13:37:35,13,11,7,1,2,0,0,1,2
30115,20.19,R' L2 D2 F2 U' R2 D' B2 F2 L2 D2 F' R' F2 D L U B2 F L Rw' Uw,2021-02-12 13:40:47,10,12,8,0,0,0,0,1,1
30117,20.31,D' B2 D' B2 F2 L2 B2 U2 B2 U' L2 D' B F2 U' F2 R' D B2 L2 B2 Rw2 Uw',2021-02-12 13:41:55,10,11,7,0,0,1,0,1,0
30118,17.3,B2 L2 D L2 D' F2 U B2 U2 R2 B' U L F L2 D U' B2 R F' Rw2 Uw,2021-02-12 13:42:32,9,12,6,0,0,0,2,1,1
30122,22.05,R2 U B D2 L' U' B' D R L2 B2 U2 R' D2 R' F2 R' U2 B2 D2 F Rw2 Uw,2021-02-12 13:46:00,12,14,10,0,0,0,0,3,3
30123,19.84,R' F U2 B L2 D2 F D2 B D2 R2 L' D2 B' R2 U L B2 Rw Uw2,2021-02-12 13:46:32,10,12,6,0,1,0,0,1,0
30125,24.56,R2 F' D F2 D' U2 F2 L2 D L2 R2 D B' L F2 R' D L2 R2 U' Rw' Uw',2021-02-12 13:47:52,10,10,8,1,0,1,0,1,1
30126,24.5,U' F' B2 D R2 D B2 D' B2 U F2 U' L D2 F2 U F U' L Uw,2021-02-12 13:48:30,13,15,9,0,0,0,0,4,2
30128,18.14,U2 B R2 F' L2 U2 R2 D2 B2 R2 B' D F2 R' B' L F D' F' U R Rw2,2021-02-12 13:49:53,9,10,8,0,0,1,0,0,1
30131,20.33,L D L2 U2 L2 F2 R2 U' B2 U' R2 D R' D' R D2 B' D B F' Uw,2021-02-12 13:52:49,9,11,7,0,0,1,0,1,0
30132,23.96,B2 D R2 B U2 B2 R' B2 U F2 R2 B2 U2 L2 B2 U L2 B2 L U' Rw Uw2,2021-02-12 13:54:47,11,12,6,0,2,1,0,2,1
30134,21.88,F R2 U2 L2 B2 U2 B' F2 U2 F' U2 L2 R' F' L B D2 F' D' R2 B Rw Uw2,2021-02-12 14:00:10,10,11,7,0,0,1,1,1,1
30136,20.28,U B2 L2 B' D R F D' R' U' B2 U F2 B2 U B2 D' F2 R2 U' F2 Uw,2021-02-12 14:02:05,10,11,7,1,0,0,0,1,0
30139,22.29,L2 U2 F' D2 F D2 U2 F' R2 D2 B2 U R2 B' L2 U F R D2 L' B Fw' Uw,2021-02-12 20:09:44,10,10,8,1,0,0,0,0,1
30144,21.47,R2 B2 R2 U R2 U2 R2 F2 R2 D' L' B D' U F' L' R' B' L2 U Rw Uw,2021-02-12 20:16:00,11,11,9,0,0,0,0,0,2
30145,21.08,R F2 D2 B2 U2 R2 F' L2 R2 U2 B' R2 D F L' F2 U L' U2 L' B' Rw' Uw2,2021-02-12 20:17:02,11,11,7,1,0,1,2,2,2
30150,20.38,R2 D' F2 U L2 D' R2 U L2 R2 U' L' D R U R' D2 F' R2 F2 Fw,2021-02-12 20:21:04,10,12,8,0,0,1,0,2,1
30152,22.73,F' R' L2 F2 R2 U2 B2 U' F2 D' F2 D2 B2 L D' L D' R2 F' R2 Rw,2021-02-12 20:22:29,10,10,6,1,1,2,1,2,1
30154,21.57,F2 D2 B2 D2 R F2 U2 R' D2 B2 F2 L2 B' U L' R2 U' R D F2 R Rw Uw,2021-02-12 20:24:09,11,11,7,0,1,0,0,0,1
30155,19.15,D B L R U2 L' D2 F2 D2 R U2 B2 D' U' L U2 R' F Rw2,2021-02-12 20:24:44,10,9,7,1,0,1,1,0,1
30157,20.62,F L U2 R F2 L2 R F2 R2 D2 F2 D2 R F' D' L' U L2 U B R2 Fw Uw,2021-02-12 20:26:34,10,9,7,1,1,1,0,0,1
30160,21.01,B' D' F' U2 R B2 U L D F2 L' F2 L D2 F2 R' F2 D2 L2 B2 R',2021-02-12 20:29:04,11,9,7,2,0,0,1,0,1
30161,19.5,F2 R2 U' L2 D B2 D L2 U' F' U' F2 R' U' F L' B2 L2 D' Uw2,2021-02-12 20:29:43,10,11,7,0,0,0,0,0,0
30165,24.83,D R2 F2 D' L2 D R2 U F2 R2 U' B L' F L' U2 R' D' L D2 B2 Rw' Uw,2021-02-12 20:34:31,11,12,6,1,1,1,0,3,0
30167,20.14,L D2 R' B2 R U2 F2 U2 L' D2 U2 F L2 D' F' L' F D2 U R Rw',2021-02-12 20:36:20,10,12,8,0,0,1,0,2,1
30168,23.08,U' R2 D B2 D' B2 D2 U' R2 F2 B' D B2 F' L' B' U2 F2 L U' R Rw Uw2,2021-02-12 20:36:54,11,11,9,1,0,1,0,2,2
30169,19.42,U F L D2 R U D' F R2 U F2 R2 F2 D B2 U' R2 U L2 U',2021-02-12 20:37:44,10,12,8,0,0,0,1,1,2
30171,22.13,U F U2 L2 F L2 U2 F2 L2 R2 U2 D F' L' R' F2 D' L2 D' U Fw Uw',2021-02-12 20:39:18,9,12,6,0,0,0,2,1,1
30172,20.49,D' F' R U' B' D R' L' B' U2 D2 L2 U L2 B2 U L2 B2 R2 U' Rw',2021-02-12 20:40:03,10,11,7,0,0,0,0,0,0
30179,19.29,B2 L2 U2 B2 U' B2 U' F2 D' L2 R2 B F D' B' R D L' D B2 D',2021-02-12 20:47:43,9,10,6,1,0,0,1,0,0
30182,23.73,B U B' D2 B' R2 B L2 F' R' D R F' U' R' D2 L Rw Uw',2021-02-12 20:50:15,10,9,9,0,0,2,0,0,2
